zipcode,n,males,females,breast,colo,prostate,lung,dm,htn,ashtma,copd,iscstroke,hemnstroke,chd,gun,tbi
60406,5574,2457,3089,51,31,30,31,800,1415,317,147,95,37,363,3,31
60407,165,71,94,2,NULL,3,2,20,37,7,6,1,NULL,13,NULL,1
60408,508,219,288,6,6,3,4,46,90,28,18,9,1,37,1,11
60409,8087,3212,4848,103,49,56,56,1076,2429,527,196,160,40,601,11,51
60410,1033,417,615,25,8,13,4,67,161,32,24,13,2,95,NULL,3
60411,9973,4134,5769,102,43,63,61,1390,2665,638,275,193,55,757,4,56
60412,73,38,35,5,NULL,1,2,10,22,2,3,2,NULL,8,NULL,NULL
60413,13,NULL,NULL,NULL,NULL,NULL,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL
60415,2491,1091,1391,39,13,16,20,306,596,127,61,49,6,209,NULL,17
60416,750,277,473,9,5,7,9,65,151,22,28,13,1,73,NULL,6
60417,1907,847,1054,49,19,34,14,190,517,90,62,58,18,191,NULL,13
60418,11,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
60419,5598,2260,3314,82,27,45,36,711,1729,408,126,113,29,403,7,31
60420,382,127,253,5,4,5,7,24,62,22,16,7,3,33,NULL,2
60421,374,151,223,8,4,3,5,52,83,15,12,12,1,39,NULL,1
60422,2218,886,1329,52,18,37,18,171,540,112,42,40,5,185,1,9
60423,4138,1793,2337,97,42,60,43,292,836,157,87,94,22,343,NULL,32
60424,216,98,117,4,2,4,1,21,50,12,7,4,NULL,20,1,NULL
60425,1713,654,1053,36,8,21,12,191,509,113,36,39,10,147,1,5
60426,8230,3819,4347,74,47,40,36,1365,2653,622,222,154,26,603,8,42
60427,29,19,NULL,NULL,NULL,NULL,NULL,4,6,3,1,NULL,NULL,1,NULL,3
60428,2413,1071,1331,26,9,21,15,327,738,202,67,44,17,180,5,21
60429,3388,1414,1953,53,13,28,15,466,1017,241,86,57,14,243,1,24
60430,3332,1303,2021,81,24,44,18,334,874,202,70,70,11,280,1,19
60431,2175,868,1304,41,16,19,16,178,408,95,54,47,7,174,1,12
60432,1802,776,1022,5,7,6,4,178,303,97,37,33,8,125,NULL,14
60433,1446,570,869,13,13,13,14,171,291,80,44,32,9,121,2,15
60434,449,347,102,2,5,11,5,29,93,24,11,5,NULL,45,NULL,1
60435,4733,1833,2893,86,28,41,39,445,888,233,124,96,12,433,1,20
60436,1455,567,884,13,7,10,12,151,262,71,41,27,2,129,1,9
60437,23,NULL,15,2,NULL,NULL,NULL,5,6,2,NULL,2,NULL,4,NULL,NULL
60438,4135,1654,2471,68,20,39,30,456,1090,243,100,92,17,337,3,19
60439,4565,2048,2513,93,27,70,42,378,1000,172,93,101,16,420,1,21
60440,5649,2424,3208,76,20,36,29,574,1129,275,87,102,30,414,1,26
60441,5758,2432,3319,65,33,45,34,402,946,241,114,87,16,363,NULL,25
60442,879,370,508,16,6,9,4,53,108,33,22,19,3,67,1,5
60443,3931,1536,2376,66,22,38,21,492,1171,232,87,75,31,291,3,15
60444,150,68,82,1,NULL,NULL,1,20,28,3,5,7,NULL,15,1,1
60445,3877,1746,2119,40,34,31,25,428,952,200,113,71,27,354,NULL,29
60446,3837,1635,2196,53,27,23,23,391,766,183,81,73,17,312,1,24
60447,1129,470,657,15,3,8,6,81,178,45,20,11,3,79,NULL,2
60448,3347,1501,1844,90,30,58,29,228,651,141,72,87,11,275,NULL,22
60449,970,437,528,17,6,16,9,83,220,33,34,26,4,99,NULL,7
60450,1700,676,1021,39,14,19,21,177,331,81,55,27,7,191,NULL,12
60451,3968,1714,2249,101,22,52,31,253,707,151,89,83,17,318,NULL,25
60452,4445,2010,2424,75,26,33,45,453,1003,208,120,81,32,340,1,36
60453,9423,4060,5338,154,70,123,66,962,2198,444,262,176,27,776,2,57
60454,59,23,36,2,NULL,NULL,NULL,7,13,5,2,1,NULL,5,NULL,NULL
60455,3451,1614,1831,41,28,23,23,447,815,176,115,86,14,349,NULL,25
60456,694,305,388,9,4,4,9,94,172,36,34,13,6,64,NULL,5
60457,3567,1610,1948,41,25,41,27,385,876,188,88,81,11,323,NULL,26
60458,3155,1364,1781,30,23,16,23,358,707,182,101,56,7,255,2,21
60459,4890,2195,2682,59,40,39,35,527,1088,200,143,104,16,411,1,34
60460,62,28,34,NULL,NULL,1,NULL,4,10,NULL,1,2,NULL,2,NULL,NULL
60461,1117,488,627,23,14,35,6,120,367,59,22,40,9,113,1,8
60462,7735,3303,4422,208,81,127,75,735,1929,304,234,276,53,784,NULL,41
60463,3138,1340,1795,86,28,67,28,293,927,150,113,120,21,417,1,17
60464,2409,1064,1341,71,25,44,32,214,626,97,67,73,24,272,NULL,10
60465,4054,1776,2262,74,36,64,37,422,1082,180,121,103,30,396,NULL,28
60466,4214,1656,2546,62,25,32,33,577,1183,316,101,96,25,343,3,21
60467,5047,2231,2805,115,48,99,55,440,1251,214,132,161,23,506,NULL,33
60468,540,237,303,22,3,8,7,32,103,21,11,19,3,62,NULL,6
60469,1003,424,571,5,5,2,6,141,234,47,25,16,3,58,NULL,7
60470,36,20,16,NULL,2,NULL,NULL,3,9,2,1,NULL,NULL,3,NULL,NULL
60471,2445,930,1505,36,11,25,20,307,732,193,45,49,18,167,1,11
60472,1556,704,843,13,9,16,13,268,605,138,57,33,14,94,3,12
60473,4897,2091,2791,85,30,75,23,651,1503,303,108,79,21,388,2,31
60474,51,26,25,1,2,1,NULL,7,11,2,1,2,NULL,9,NULL,NULL
60475,1099,484,612,11,6,7,13,122,254,73,40,26,6,88,NULL,13
60476,289,127,162,3,3,4,1,32,63,11,5,2,1,27,NULL,1
60477,6938,3067,3855,136,55,89,70,695,1585,342,195,165,36,607,NULL,45
60478,3582,1406,2168,55,22,42,17,456,1090,231,73,57,21,250,4,24
60479,61,26,34,NULL,NULL,NULL,NULL,5,9,3,1,1,NULL,7,NULL,NULL
60480,1283,543,738,22,11,19,14,109,278,63,44,33,4,139,NULL,5
60481,969,468,501,16,9,16,14,79,204,58,43,25,2,116,2,7
60482,2138,960,1173,24,14,20,23,220,519,134,83,46,6,186,NULL,12
60484,513,189,322,4,3,3,1,56,147,39,7,9,6,33,NULL,4
60487,2918,1213,1700,48,18,29,27,252,612,116,66,69,19,233,1,18
60490,1843,795,1045,33,6,15,7,135,329,74,20,28,7,95,NULL,9
60491,5044,2163,2871,93,34,70,38,359,1016,198,102,101,22,394,NULL,30
60499,24,13,11,1,NULL,NULL,NULL,4,5,NULL,NULL,NULL,NULL,2,NULL,NULL
60501,2951,1401,1543,31,10,21,16,369,604,155,66,61,10,230,NULL,22
60502,1523,651,867,25,10,18,15,93,255,57,24,32,7,119,NULL,13
60503,814,368,446,15,4,5,2,44,134,31,7,14,11,50,NULL,2
60504,3029,1238,1786,32,12,16,19,200,480,126,35,48,14,174,1,12
60505,2898,1297,1596,30,13,8,19,311,495,109,50,38,20,194,2,15
60506,2913,1291,1615,35,18,41,18,288,569,143,53,37,14,252,NULL,14
60507,91,45,46,1,2,1,1,15,22,4,5,2,NULL,10,NULL,NULL
60510,2102,891,1208,59,12,24,16,136,356,88,41,38,6,176,NULL,9
60511,100,43,57,3,NULL,3,3,5,21,6,1,1,2,6,NULL,1
60512,83,39,44,NULL,NULL,3,1,7,16,6,1,1,NULL,7,NULL,NULL
60513,6543,2908,3630,86,36,54,49,585,1321,408,182,135,25,597,1,62
60514,2104,888,1211,49,13,18,15,77,287,79,29,27,3,118,NULL,8
60515,4215,1792,2418,87,26,57,39,253,651,169,71,73,14,284,NULL,18
60516,4708,2045,2655,87,32,52,44,327,852,197,60,66,4,346,1,21
60517,4051,1664,2386,60,29,26,19,327,754,163,56,60,20,260,1,17
60518,132,69,62,1,NULL,NULL,1,13,32,4,6,4,2,12,NULL,1
60520,153,59,94,5,1,1,NULL,11,19,5,3,2,NULL,11,NULL,NULL
60521,5391,2412,2967,129,33,88,32,201,720,173,71,90,7,358,NULL,25
60522,76,42,32,1,NULL,NULL,NULL,7,17,1,1,4,NULL,8,NULL,NULL
60523,3191,1396,1780,112,39,85,46,348,852,123,105,111,7,438,NULL,21
60525,8516,3648,4850,176,53,89,60,613,1555,405,212,178,27,705,1,53
60526,4138,1772,2359,73,24,47,26,318,853,191,99,116,12,397,NULL,39
60527,7205,3067,4123,174,40,120,58,546,1427,323,145,168,23,661,NULL,31
60530,37,NULL,28,1,NULL,NULL,NULL,4,9,3,1,1,NULL,2,NULL,NULL
60531,85,32,53,2,NULL,NULL,NULL,8,21,3,2,3,NULL,5,NULL,1
60532,3240,1367,1870,68,20,38,21,202,536,148,55,41,10,217,NULL,16
60534,3362,1452,1900,40,21,21,27,353,705,197,123,70,10,278,NULL,31
60536,19,11,NULL,NULL,NULL,NULL,NULL,2,3,1,NULL,NULL,NULL,1,NULL,NULL
60537,31,16,15,NULL,NULL,NULL,NULL,5,5,1,1,1,NULL,3,NULL,NULL
60538,1316,555,757,18,6,8,10,123,225,65,30,24,9,113,NULL,11
60539,20,12,NULL,NULL,NULL,NULL,NULL,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60540,4340,1920,2413,95,35,77,28,218,592,190,62,61,15,284,NULL,19
60541,192,81,110,6,3,1,1,15,29,4,3,1,1,19,NULL,2
60542,1166,547,619,24,6,17,13,106,216,61,39,17,8,108,NULL,5
60543,2029,882,1143,37,13,24,14,154,362,95,43,42,3,161,1,10
60544,3241,1393,1842,63,25,41,33,310,701,147,107,68,9,329,NULL,12
60545,623,258,363,5,5,7,5,64,113,29,13,8,2,47,NULL,2
60546,7937,3516,4411,153,60,81,66,679,1914,442,241,238,50,825,NULL,93
60547,14,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
60548,581,268,312,8,5,4,2,51,112,33,29,13,NULL,63,NULL,4
60549,42,18,24,1,NULL,NULL,NULL,3,7,1,2,NULL,NULL,4,NULL,NULL
60550,71,30,41,NULL,NULL,NULL,1,10,21,3,3,2,NULL,13,NULL,1
60551,213,122,90,3,1,2,3,14,40,8,9,4,2,24,NULL,1
60552,214,109,103,4,1,1,1,23,45,7,13,6,NULL,26,NULL,NULL
60553,37,15,22,NULL,NULL,NULL,2,4,12,1,5,NULL,NULL,4,NULL,NULL
60554,849,381,468,20,7,16,8,51,170,35,11,16,4,75,NULL,8
60555,1105,502,603,17,7,15,9,67,180,49,23,18,1,85,NULL,4
60556,79,41,38,NULL,NULL,3,2,11,15,3,4,6,NULL,10,NULL,NULL
60557,16,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60558,3681,1610,2068,89,32,56,24,153,536,161,48,51,5,239,NULL,10
60559,4024,1669,2348,53,25,36,19,321,746,203,68,60,10,325,3,32
60560,1248,538,710,28,9,15,12,99,221,45,28,24,10,121,NULL,11
60561,4870,2110,2748,106,34,57,46,396,1072,216,99,94,12,410,1,23
60563,3467,1465,1997,69,25,34,20,199,509,161,40,57,9,215,NULL,11
60564,3385,1480,1895,83,25,33,17,189,461,106,32,29,7,206,NULL,14
60565,3938,1752,2178,97,19,55,30,210,576,158,32,47,10,252,NULL,16
60566,19,NULL,NULL,1,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,3,NULL,NULL
60567,90,43,47,NULL,1,NULL,NULL,7,17,5,1,3,NULL,9,NULL,1
60585,1486,630,853,26,8,7,8,97,212,54,15,25,7,79,NULL,7
60586,3203,1314,1886,34,31,27,22,221,532,148,46,49,3,235,NULL,17
60598,41,14,27,NULL,NULL,NULL,NULL,4,5,2,NULL,2,NULL,1,NULL,NULL
606,58,49,NULL,NULL,NULL,NULL,NULL,2,4,2,1,NULL,NULL,NULL,2,3
60600,967,640,318,4,3,4,4,57,132,42,18,5,4,33,10,33
60601,8607,3888,4708,109,38,86,44,374,1249,344,143,157,26,521,8,85
60602,1346,696,649,20,7,16,14,82,219,64,22,17,5,84,1,8
60603,707,381,324,7,7,2,5,31,86,25,10,9,2,34,NULL,2
60604,1058,580,477,4,2,10,1,50,167,50,9,17,4,53,1,10
60605,15267,6836,8399,162,48,123,56,790,2359,759,276,216,35,846,1,129
60606,2821,1476,1341,19,7,20,6,99,338,117,31,29,3,138,1,32
60607,19127,9436,9638,121,68,64,52,1099,2933,1229,325,224,41,898,8,188
60608,36520,18395,18000,215,127,158,150,4239,7388,2477,805,630,147,2265,89,540
60609,28546,13267,15161,154,114,126,161,3369,6358,2184,707,483,118,1683,108,349
60610,35528,16226,19234,438,137,345,239,1927,6134,1785,890,700,121,2425,16,328
60611,29553,13317,16192,550,142,390,210,1318,4646,1132,595,656,104,2165,6,248
60612,29985,15867,14027,199,127,181,159,3054,7212,3002,925,566,109,1906,69,543
60613,26590,13212,13318,227,69,140,78,962,2900,975,305,294,39,986,3,97
60614,36039,15690,20296,420,123,295,135,1082,3600,1381,460,415,62,1586,5,245
60615,21441,9066,12288,257,106,164,117,1978,5532,1712,576,386,57,1340,41,160
60616,20986,8936,11997,258,124,130,153,1853,4515,1100,494,384,103,1343,15,187
60617,26503,11396,14982,267,143,230,164,3437,7471,1900,656,525,90,1929,71,221
60618,35477,15263,20142,290,109,115,101,2290,4923,1367,418,325,55,1560,14,178
60619,28251,12111,16013,328,165,271,158,3658,9342,2428,868,609,133,2105,99,245
60620,28546,12465,15956,343,163,276,186,3773,9504,2487,923,614,122,2146,58,207
60621,16496,7655,8762,134,97,122,118,2190,5268,1805,594,336,101,1159,81,213
60622,31415,14458,16888,167,79,100,86,1534,3598,1432,344,253,51,1163,21,262
60623,34843,15496,19207,247,131,183,155,5066,8518,2650,718,577,138,2233,46,289
60624,24736,11734,12917,193,137,152,157,2915,7540,3013,917,582,108,1793,72,295
60625,28656,12416,16168,222,91,117,85,1954,4189,1019,332,255,45,1248,9,138
60626,19284,9421,9800,133,64,96,48,1213,3357,931,344,196,35,898,7,97
60627,481,282,197,3,1,2,2,48,140,40,12,5,2,24,3,11
60628,25033,11286,13636,287,158,238,169,3411,8201,2158,811,531,157,1954,82,210
60629,33050,14228,18699,237,122,140,131,4178,7120,1779,568,498,120,1900,51,233
60630,13262,5788,7446,173,73,95,94,1117,2477,491,256,230,46,971,3,53
60631,5170,2423,2741,99,52,66,39,372,999,195,105,129,22,462,1,23
60632,26266,11557,14625,179,96,99,85,3351,4725,1041,374,337,92,1487,28,233
60633,2510,1128,1376,30,13,11,14,290,582,147,65,43,10,185,5,21
60634,19064,8279,10726,244,132,140,135,1759,4001,716,397,355,55,1542,3,110
60635,263,153,110,2,1,4,2,24,45,5,1,3,NULL,8,1,2
60636,19067,8870,10121,170,123,134,124,2578,6201,2028,698,389,109,1338,93,215
60637,20740,8813,11840,170,88,154,104,2083,5827,1949,623,390,79,1292,100,208
60638,16174,7192,8937,245,136,143,126,1851,3889,834,448,420,73,1578,12,133
60639,34595,13853,20626,229,130,126,115,3744,7118,1677,520,388,76,1683,49,179
60640,34579,17734,16771,285,105,186,118,2035,5799,1563,699,399,63,1636,8,182
60641,23105,9972,13073,234,91,98,121,1980,4192,925,363,329,42,1377,8,124
60642,7424,3353,4057,55,21,25,14,332,874,362,79,64,16,290,3,58
60643,15452,6596,8804,240,114,175,88,1864,4557,1110,393,328,83,1141,23,114
60644,27890,11795,16026,270,175,221,236,3600,9093,2941,1061,723,128,2139,69,261
60645,12609,5728,6850,118,54,78,36,1094,2454,540,180,173,21,751,9,57
60646,6584,2984,3589,113,43,82,46,447,1271,275,116,129,15,503,NULL,30
60647,38778,17286,21385,210,95,119,76,2691,5089,1805,396,302,63,1472,31,250
60648,110,66,44,2,NULL,NULL,1,7,20,9,3,1,NULL,4,NULL,2
60649,21626,8946,12587,217,108,179,117,2511,6610,1954,651,433,104,1468,91,223
60650,282,163,113,NULL,NULL,1,1,30,48,8,4,2,NULL,9,NULL,NULL
60651,32644,13815,18734,277,155,190,208,3931,9331,2843,910,644,137,2164,104,289
60652,9965,4237,5702,110,64,69,41,1235,2507,553,172,157,46,642,9,61
60653,18078,7589,10417,131,67,121,89,1849,5117,1571,583,333,67,1148,64,158
60654,9497,4355,5127,86,23,42,30,291,1019,448,126,86,20,396,4,74
60655,4857,2285,2562,76,16,61,35,349,927,210,99,67,16,330,3,29
60656,5855,2669,3170,110,36,57,46,512,1234,214,130,136,13,575,NULL,28
60657,35929,17106,18758,357,82,206,98,995,3229,1365,350,360,50,1333,2,197
60658,86,42,44,NULL,NULL,1,1,10,17,4,4,3,1,5,NULL,NULL
60659,10401,4865,5510,107,46,63,61,1122,2128,378,145,138,30,724,2,48
60660,19060,9632,9377,169,78,124,81,1288,3292,849,326,244,38,1049,2,97
60661,5744,2676,3059,39,8,15,8,164,428,198,34,40,5,127,1,40
60662,45,27,18,NULL,NULL,NULL,NULL,3,6,2,1,NULL,NULL,1,NULL,NULL
60663,37,24,13,NULL,NULL,NULL,NULL,5,13,1,1,NULL,NULL,3,NULL,NULL
60664,147,59,88,3,1,1,NULL,17,39,10,2,1,1,11,NULL,NULL
60665,28,16,12,2,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60666,102,60,41,1,NULL,1,NULL,6,9,5,1,1,NULL,3,NULL,NULL
60667,18,NULL,12,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60668,83,43,40,1,NULL,NULL,1,7,10,2,3,2,1,5,NULL,NULL
60669,76,42,33,1,NULL,NULL,NULL,8,9,3,1,NULL,1,NULL,NULL,1
60670,37,21,16,NULL,NULL,NULL,NULL,1,4,1,NULL,NULL,NULL,1,NULL,NULL
60671,12,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,NULL,NULL,NULL,1,NULL,NULL
60672,13,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60673,26,14,11,NULL,NULL,NULL,NULL,3,8,1,1,NULL,NULL,4,NULL,NULL
60674,30,17,13,NULL,NULL,1,NULL,1,7,1,1,1,NULL,2,NULL,NULL
60675,30,18,12,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,1,NULL,NULL
60676,28,12,16,NULL,NULL,NULL,1,1,7,NULL,1,1,NULL,1,NULL,NULL
60677,35,11,24,NULL,1,NULL,NULL,3,5,2,NULL,NULL,NULL,4,NULL,1
60678,26,11,14,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,1,NULL,NULL,NULL
60679,13,NULL,NULL,NULL,NULL,NULL,1,2,3,NULL,1,NULL,NULL,2,NULL,NULL
60680,853,357,494,14,6,7,5,86,252,72,18,19,4,54,1,6
60681,62,31,30,1,NULL,2,NULL,5,9,6,2,NULL,1,4,NULL,2
60682,17,11,NULL,NULL,NULL,NULL,NULL,2,4,NULL,1,NULL,NULL,1,NULL,1
60684,75,43,30,NULL,NULL,NULL,NULL,10,10,NULL,1,NULL,NULL,5,NULL,2
60685,20,NULL,11,NULL,NULL,NULL,NULL,3,6,2,NULL,NULL,NULL,3,NULL,NULL
60687,23,14,NULL,1,NULL,NULL,NULL,2,5,1,NULL,NULL,NULL,1,NULL,NULL
60689,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60690,551,230,321,7,1,4,NULL,44,159,43,12,9,1,34,NULL,3
60691,38,22,16,1,NULL,NULL,NULL,2,8,5,NULL,NULL,1,NULL,NULL,NULL
60693,23,15,NULL,NULL,NULL,NULL,NULL,2,2,1,1,NULL,NULL,1,NULL,NULL
60695,14,NULL,NULL,NULL,NULL,1,NULL,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60699,49,34,15,NULL,NULL,NULL,NULL,4,4,2,2,NULL,NULL,3,1,1
60701,14,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,1,NULL,NULL,1,NULL,NULL
60706,4065,1775,2283,75,40,57,40,403,997,142,112,122,13,481,NULL,16
60707,15271,6421,8818,232,102,110,136,1539,3506,705,400,325,40,1349,4,154
60712,2613,1209,1396,61,31,36,35,263,589,76,51,79,10,304,NULL,12
60714,3555,1668,1878,61,33,41,36,376,849,96,82,71,14,390,1,15
60802,15,13,NULL,NULL,NULL,NULL,NULL,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL
60803,3525,1477,2037,50,18,26,22,422,899,197,97,61,15,263,NULL,28
60804,27485,11254,16132,210,98,90,116,3377,4861,1120,439,368,86,1621,11,199
60805,3458,1416,2035,57,31,30,21,318,792,165,78,60,9,241,2,18
60808,15,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL,1,1,NULL,2,NULL,NULL
60827,6438,2543,3869,64,27,43,49,911,2077,591,183,119,37,428,14,25
60828,11,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,NULL,NULL,NULL,NULL,NULL,NULL
60901,2255,1000,1252,38,20,42,35,238,507,108,68,76,19,243,NULL,15
60910,45,20,25,1,1,NULL,2,3,5,5,NULL,2,NULL,5,NULL,NULL
60911,79,38,41,1,2,1,1,9,20,1,7,3,NULL,13,NULL,1
60912,33,14,19,1,NULL,NULL,NULL,5,7,NULL,NULL,NULL,NULL,8,NULL,NULL
60913,135,52,82,6,NULL,10,NULL,9,24,4,2,1,1,13,NULL,1
60914,1894,770,1121,50,8,57,19,166,402,75,53,51,13,204,NULL,11
60915,605,266,338,8,8,14,10,68,126,20,35,21,9,80,NULL,9
60917,31,17,14,2,2,NULL,1,3,9,2,2,1,NULL,4,NULL,NULL
60918,22,13,NULL,NULL,NULL,NULL,NULL,1,6,2,1,NULL,NULL,3,NULL,NULL
60919,38,18,20,NULL,NULL,2,NULL,4,9,3,1,1,NULL,4,NULL,1
60920,15,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1,2,1,NULL,3,NULL,NULL
60921,31,13,18,NULL,NULL,NULL,1,4,5,3,2,NULL,NULL,4,NULL,NULL
60922,137,62,75,1,NULL,NULL,2,13,33,11,6,8,1,26,NULL,1
60924,47,17,30,1,NULL,1,NULL,8,12,4,4,3,1,6,NULL,NULL
60927,137,61,74,1,1,4,1,11,28,3,10,6,NULL,18,NULL,2
60928,24,NULL,14,NULL,NULL,NULL,1,1,5,3,2,1,NULL,1,NULL,1
60929,22,NULL,14,NULL,NULL,1,NULL,1,6,1,2,NULL,NULL,4,NULL,NULL
60930,47,21,26,1,NULL,1,NULL,4,11,1,4,1,NULL,3,NULL,NULL
60931,20,NULL,12,1,NULL,NULL,NULL,3,6,1,1,1,NULL,3,NULL,NULL
60935,87,42,45,3,1,1,NULL,9,23,5,1,3,1,11,NULL,NULL
60936,40,23,16,2,NULL,1,1,NULL,7,2,3,2,NULL,8,NULL,NULL
60938,86,43,43,2,1,2,2,8,19,6,5,1,NULL,13,NULL,NULL
60940,204,99,105,10,2,4,5,11,34,11,10,1,1,22,NULL,5
60941,146,64,82,NULL,1,2,3,14,36,6,5,4,NULL,18,NULL,NULL
60942,43,20,23,NULL,NULL,NULL,2,5,11,1,4,2,NULL,3,NULL,NULL
60944,22,13,NULL,NULL,NULL,NULL,1,6,11,2,2,2,NULL,4,NULL,NULL
60946,12,NULL,NULL,NULL,NULL,NULL,NULL,1,4,NULL,NULL,NULL,NULL,2,NULL,NULL
60948,36,21,15,1,2,1,1,3,9,3,2,NULL,NULL,6,NULL,NULL
60950,952,452,498,19,8,18,10,80,203,55,49,22,5,107,NULL,7
60951,36,17,19,NULL,NULL,NULL,NULL,2,11,1,1,2,NULL,8,NULL,NULL
60952,13,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60953,78,39,39,2,2,2,3,11,24,NULL,8,4,NULL,10,NULL,NULL
60954,420,201,218,12,4,11,5,45,91,18,20,15,4,42,NULL,3
60955,63,38,25,4,NULL,2,NULL,8,18,3,1,NULL,NULL,7,NULL,NULL
60957,56,26,30,NULL,NULL,NULL,1,6,10,2,1,NULL,NULL,5,NULL,NULL
60958,80,38,42,1,NULL,1,3,14,28,6,3,2,4,17,NULL,1
60959,33,16,17,NULL,NULL,NULL,NULL,5,6,1,1,NULL,NULL,4,NULL,NULL
60960,13,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,1,NULL,NULL,1,NULL,NULL
60961,73,31,42,4,1,NULL,1,7,17,4,2,2,NULL,8,NULL,1
60963,15,NULL,NULL,NULL,NULL,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL
60964,426,215,210,6,3,13,8,44,119,26,17,10,2,51,NULL,6
60966,63,23,40,NULL,NULL,1,2,4,13,4,3,1,NULL,9,NULL,NULL
60970,314,124,190,6,4,4,7,32,64,13,19,10,2,44,NULL,NULL
60974,11,NULL,NULL,NULL,NULL,NULL,NULL,1,4,NULL,NULL,NULL,NULL,2,NULL,NULL
61001,22,12,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61006,47,20,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61008,812,345,466,15,3,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
61010,153,64,89,2,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61011,53,20,33,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61012,53,20,33,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61014,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61015,20,NULL,12,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61016,89,33,56,3,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61019,69,37,32,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
61020,50,27,22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61021,957,591,361,20,12,21,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
61024,22,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61025,12,NULL,NULL,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61028,21,11,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61030,21,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61031,41,24,17,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61032,289,120,169,7,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
61036,115,54,61,7,1,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
61038,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61041,17,NULL,12,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61046,58,29,29,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61047,23,11,12,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
61048,23,11,12,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61049,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
